Body,Head,Head_Coverage,Std_Confidence,PCA_Confidence,Positive_Examples,Body_size,PCA_Body_size,Functional_variable
?a  patientDrug  Docetaxel  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.03,1,1,30,30,30,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasRelapse_Progression  Progression,0.192,0.857142857,0.955223881,192,224,201,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Docetaxel   ,?a  hasRelapse_Progression  Progression,0.056,0.965517241,1,56,58,56,?a
?a  hasBiomarker  PDL1_Positive  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasRelapse_Progression  Progression,0.054,0.885245902,0.981818182,54,61,55,?a
?a  hasBiomarker  RET_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  hasRelapse_Progression  Progression,0.015,0.833333333,1,15,18,15,?a
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Docetaxel   ,?a  hasRelapse_Progression  Progression,0.015,0.9375,1,15,16,15,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Docetaxel   ,?a  hasRelapse_Progression  Progression,0.063,0.954545455,1,63,66,63,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Docetaxel   ,?a  hasRelapse_Progression  Progression,0.015,0.9375,1,15,16,15,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Ipilimumab   ,?a  hasRelapse_Progression  Progression,0.014,1,1,14,14,14,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Docetaxel   ,?a  hasRelapse_Progression  Progression,0.068,0.944444444,0.985507246,68,72,69,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Docetaxel   ,?a  hasRelapse_Progression  Progression,0.017,0.944444444,1,17,18,17,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Docetaxel   ,?a  hasRelapse_Progression  Progression,0.041,0.953488372,1,41,43,41,?a
?a  patientDrug  Paclitaxel  ?a  patientDrug  Pembrolizumab   ,?a  hasRelapse_Progression  Progression,0.021,1,1,21,21,21,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.085,0.817307692,0.904255319,85,104,94,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.019,0.655172414,0.863636364,19,29,22,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.012,0.857142857,0.923076923,12,14,13,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasRelapse_Progression  Progression,0.033,0.673469388,0.942857143,33,49,35,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.05,0.769230769,0.847457627,50,65,59,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Other   ,?a  hasRelapse_Progression  Progression,0.017,0.894736842,1,17,19,17,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Other   ,?a  hasRelapse_Progression  Progression,0.012,1,1,12,12,12,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Pembrolizumab   ,?a  hasRelapse_Progression  Progression,0.031,0.837837838,0.939393939,31,37,33,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Other   ,?a  hasRelapse_Progression  Progression,0.01,1,1,10,10,10,?a
?a  patientDrug  Other  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.014,1,1,14,14,14,?a
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.025,0.862068966,0.925925926,25,29,27,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasRelapse_Progression  Progression,0.029,0.644444444,0.935483871,29,45,31,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.102,0.822580645,0.894736842,102,124,114,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Paclitaxel   ,?a  hasRelapse_Progression  Progression,0.015,1,1,15,15,15,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pembrolizumab   ,?a  hasRelapse_Progression  Progression,0.025,0.609756098,0.925925926,25,41,27,?a
?a  patientDrug  Afatinib  ?a  patientDrug  Osimertinib   ,?a  hasRelapse_Progression  Progression,0.02,0.952380952,1,20,21,20,?a
?a  patientDrug  Afatinib  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.022,0.956521739,1,22,23,22,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Afatinib   ,?a  hasRelapse_Progression  Progression,0.011,0.785714286,1,11,14,11,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Osimertinib   ,?a  hasRelapse_Progression  Progression,0.019,0.904761905,0.95,19,21,20,?a
?a  hasBiomarker  PDL1_Negative  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.048,0.71641791,0.96,48,67,50,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.134,0.72826087,0.881578947,134,184,152,?a
?a  hasBiomarker  BRAF_Negative  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.032,0.615384615,0.864864865,32,52,37,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Pembrolizumab   ,?a  hasRelapse_Progression  Progression,0.023,0.58974359,0.92,23,39,25,?a
?a  hasBiomarker  ALK_Positive  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.011,0.916666667,0.916666667,11,12,12,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.151,0.740196078,0.87283237,151,204,173,?a
?a  hasBiomarker  PDL1_Positive  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.049,0.710144928,0.890909091,49,69,55,?a
?a  hasBiomarker  RET_Negative  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.014,0.823529412,1,14,17,14,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Afatinib   ,?a  hasRelapse_Progression  Progression,0.01,0.909090909,1,10,11,10,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Osimertinib   ,?a  hasRelapse_Progression  Progression,0.03,0.769230769,0.967741935,30,39,31,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Osimertinib   ,?a  hasRelapse_Progression  Progression,0.013,0.684210526,1,13,19,13,?a
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  BRAF_Negative   ,?a  hasRelapse_Progression  Progression,0.057,0.513513514,0.876923077,57,111,65,?a
?a  hasBiomarker  EGFR_Positive  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.027,0.9,0.964285714,27,30,28,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Carboplatin   ,?a  hasRelapse_Progression  Progression,0.086,0.682539683,0.86,86,126,100,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  PDL1_Positive   ,?a  hasRelapse_Progression  Progression,0.019,0.475,0.863636364,19,40,22,?a
?a  hasBiomarker  BRAF_Negative  ?a  hasBiomarker  ROS1_Negative   ,?a  hasRelapse_Progression  Progression,0.056,0.495575221,0.848484848,56,113,66,?a
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  EGFR_Positive   ,?a  hasRelapse_Progression  Progression,0.019,0.633333333,0.95,19,30,20,?a
?a  hasBiomarker  EGFR_Positive  ?a  hasBiomarker  ROS1_Negative   ,?a  hasRelapse_Progression  Progression,0.013,0.590909091,0.928571429,13,22,14,?a
?a  hasGender  Female  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Vp-16,0.021490934,0.349726776,0.349726776,64,183,183,?a
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  PDL1_Positive   ,?a  hasRelapse_Progression  Progression,0.061,0.603960396,0.85915493,61,101,71,?a
?a  hasStage  IV  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Vp-16,0.030221625,0.502793296,0.502793296,90,179,179,?a
?a  hasAgeCategory  Old  ?a  hasStage  IV   ,?a  patientDrug  Vp-16,0.020483546,0.306532663,0.354651163,61,199,172,?a
?a  hasStage  IV  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Vp-16,0.010073875,1,1,30,30,30,?a
?a  hasGender  Female  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Vp-16,0.013431833,0.283687943,0.333333333,40,141,120,?a
?a  hasStage  IV  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Vp-16,0.010409671,0.96875,0.96875,31,32,32,?a
?a  hasStage  IV  ?a  patientDrug  Vincristine   ,?a  patientDrug  Vp-16,0.010409671,1,1,31,31,31,?a
?a  hasAgeCategory  Young  ?a  hasGender  Female   ,?a  patientDrug  Vp-16,0.010073875,0.208333333,0.236220472,30,144,127,?a
?a  hasStage  IV  ?a  treatmentType  Chemotherapy   ,?a  patientDrug  Vp-16,0.013431833,0.909090909,0.909090909,40,44,44,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IV   ,?a  patientDrug  Vp-16,0.018468771,0.495495495,0.539215686,55,111,102,?a
?a  hasGender  Female  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Vp-16,0.011081263,0.261904762,0.275,33,126,120,?a
?a  hasStage  IV  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.014439221,0.488636364,0.518072289,43,88,83,?a
?a  hasGender  Female  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Vp-16,0.013096038,0.278571429,0.278571429,39,140,140,?a
?a  hasGender  Male  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Vp-16,0.015446608,0.958333333,0.958333333,46,48,48,?a
?a  hasGender  Male  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.025184688,0.5,0.539568345,75,150,139,?a
?a  hasGender  Male  ?a  hasStage  IV   ,?a  patientDrug  Vp-16,0.023841504,0.360406091,0.396648045,71,197,179,?a
?a  patientDrug  Cyclophosphamide  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.012760242,0.974358974,0.974358974,38,39,39,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Vp-16,0.010745467,1,1,32,32,32,?a
?a  hasGender  Male  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Vp-16,0.031900604,0.203862661,0.225653207,95,466,421,?a
?a  hasAgeCategory  Old  ?a  hasGender  Male   ,?a  patientDrug  Vp-16,0.038280725,0.170403587,0.228915663,114,669,498,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Vp-16,0.012760242,0.974358974,0.974358974,38,39,39,?a
?a  patientDrug  Cyclophosphamide  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Vp-16,0.018468771,0.982142857,0.982142857,55,56,56,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Vp-16,0.019140363,0.982758621,0.982758621,57,58,58,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Vincristine   ,?a  patientDrug  Vp-16,0.011081263,1,1,33,33,33,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.037609134,0.632768362,0.632768362,112,177,177,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Cyclophosphamide   ,?a  patientDrug  Vp-16,0.01208865,1,1,36,36,36,?a
?a  hasRelapse_Progression  No_Progression  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Vp-16,0.011081263,0.358695652,0.358695652,33,92,92,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Vp-16,0.030221625,0.354330709,0.354330709,90,254,254,?a
?a  hasAgeCategory  Young  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Vp-16,0.020483546,0.352601156,0.352601156,61,173,173,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Chemotherapy   ,?a  patientDrug  Vp-16,0.01208865,0.9,0.947368421,36,40,38,?a
?a  hasAgeCategory  Old  ?a  patientDrug  Vincristine   ,?a  patientDrug  Vp-16,0.012424446,1,1,37,37,37,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Vp-16,0.038280725,0.428571429,0.428571429,114,266,266,?a
?a  patientDrug  Carboplatin  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Vp-16,0.018804567,0.98245614,0.98245614,56,57,57,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Doxorubicin   ,?a  patientDrug  Vp-16,0.010073875,0.967741935,0.967741935,30,31,31,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Chemotherapy   ,?a  patientDrug  Vp-16,0.018804567,0.949152542,0.949152542,56,59,59,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Vp-16,0.022162525,0.234875445,0.255813953,66,281,258,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.024513096,0.496598639,0.536764706,73,147,136,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Chemotherapy   ,?a  patientDrug  Vp-16,0.011417058,0.871794872,0.944444444,34,39,36,?a
?a  hasAgeCategory  Young  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Vp-16,0.014439221,0.255952381,0.304964539,43,168,141,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Vp-16,0.029214238,0.256637168,0.256637168,87,339,339,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Vp-16,0.015782404,0.284848485,0.299363057,47,165,157,?a
?a  treatmentType  Chemotherapy  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.010745467,0.96969697,0.96969697,32,33,33,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Vp-16,0.023505709,0.348258706,0.348258706,70,201,201,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.021490934,0.537815126,0.561403509,64,119,114,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Chemotherapy   ,?a  patientDrug  Vp-16,0.010745467,0.864864865,0.914285714,32,37,35,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Vp-16,0.018468771,0.302197802,0.302197802,55,182,182,?a
?a  treatmentType  Radiotherapy_To_Lung  ?a  treatmentType  Whole_Brain_Radiation_Therapy   ,?a  patientDrug  Vp-16,0.023505709,0.619469027,0.619469027,70,113,113,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.017797179,0.212,0.212,53,250,250,?a
?a  hasGender  Male  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Docetaxel,0.015446608,0.097251586,0.127777778,46,473,360,?a
?a  hasRelapse_Progression  Progression  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Docetaxel,0.017797179,0.158682635,0.176666667,53,334,300,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Docetaxel,0.010073875,0.229007634,0.229007634,30,131,131,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Docetaxel,0.012760242,0.301587302,0.301587302,38,126,126,?a
?a  treatmentType  Intravenous_Chemotherapy  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Docetaxel,0.011417058,0.186813187,0.186813187,34,182,182,?a
?a  hasBiomarker  ALK_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Docetaxel,0.013767629,0.216931217,0.24260355,41,189,169,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Docetaxel,0.015446608,0.210045662,0.237113402,46,219,194,?a
?a  patientDrug  Nivolumab  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.010073875,0.344827586,0.344827586,30,87,87,?a
?a  treatmentType  Immunotherapy  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.012424446,0.32173913,0.32173913,37,115,115,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Docetaxel,0.011417058,0.237762238,0.237762238,34,143,143,?a
?a  hasGender  Female  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Docetaxel,0.010409671,0.145539906,0.155,31,213,200,?a
?a  patientDrug  Cisplatin  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.016453996,0.352517986,0.352517986,49,139,139,?a
?a  patientDrug  Vinorelbine  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.014103425,0.283783784,0.283783784,42,148,148,?a
?a  patientDrug  Pemetrexed  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.018804567,0.264150943,0.264150943,56,212,212,?a
?a  hasBiomarker  EGFR_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.022162525,0.294642857,0.294642857,66,224,224,?a
?a  hasAgeCategory  Young  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.013431833,0.258064516,0.258064516,40,155,155,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.029550034,0.214111922,0.214111922,88,411,411,?a
?a  hasBiomarker  ROS1_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.013431833,0.327868852,0.327868852,40,122,122,?a
?a  patientDrug  Cisplatin  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Docetaxel,0.011081263,0.317307692,0.317307692,33,104,104,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Docetaxel,0.0161182,0.301886792,0.301886792,48,159,159,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Docetaxel,0.014775017,0.205607477,0.205607477,44,214,214,?a
?a  hasBiomarker  ALK_Negative  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Docetaxel,0.020819342,0.326315789,0.326315789,62,190,190,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Docetaxel,0.018804567,0.262910798,0.262910798,56,213,213,?a
?a  hasBiomarker  ROS1_Negative  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Docetaxel,0.010409671,0.316326531,0.316326531,31,98,98,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Docetaxel,0.016453996,0.267759563,0.267759563,49,183,183,?a
?a  hasRelapse_Progression  Progression  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Docetaxel,0.017125588,0.25,0.25,51,204,204,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Docetaxel,0.011417058,0.303571429,0.303571429,34,112,112,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Docetaxel,0.013767629,0.284722222,0.284722222,41,144,144,?a
?a  hasAgeCategory  Young  ?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Docetaxel,0.010073875,0.217391304,0.243902439,30,138,123,?a
?a  hasBiomarker  EGFR_Negative  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Docetaxel,0.014103425,0.205882353,0.205882353,42,204,204,?a
?a  hasAgeCategory  Young  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Docetaxel,0.014439221,0.204761905,0.209756098,43,210,205,?a
?a  hasBiomarker  ALK_Negative  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Docetaxel,0.021155138,0.2625,0.285067873,63,240,221,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasBiomarker  ROS1_Negative   ,?a  patientDrug  Docetaxel,0.013431833,0.168776371,0.199004975,40,237,201,?a
?a  hasGender  Female  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.011417058,0.390804598,0.390804598,34,87,87,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Docetaxel,0.022834117,0.238596491,0.256603774,68,285,265,?a
?a  hasBiomarker  ALK_Negative  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Docetaxel,0.014103425,0.22826087,0.22826087,42,184,184,?a
?a  hasGender  Female  ?a  patientDrug  Pemetrexed   ,?a  patientDrug  Paclitaxel,0.010073875,0.340909091,0.340909091,30,88,88,?a
?a  hasGender  Female  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.017461383,0.371428571,0.371428571,52,140,140,?a
?a  hasGender  Female  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.013431833,0.909090909,0.909090909,40,44,44,?a
?a  hasBiomarker  ALK_Negative  ?a  hasBiomarker  EGFR_Negative   ,?a  patientDrug  Docetaxel,0.020819342,0.186186186,0.220640569,62,333,281,?a
?a  hasGender  Female  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Paclitaxel,0.011417058,0.382022472,0.382022472,34,89,89,?a
?a  hasBiomarker  ROS1_Negative  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Docetaxel,0.013767629,0.254658385,0.278911565,41,161,147,?a
?a  hasGender  Female  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Paclitaxel,0.012760242,0.269503546,0.316666667,38,141,120,?a
?a  hasGender  Female  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.024848892,0.404371585,0.404371585,74,183,183,?a
?a  hasGender  Female  ?a  hasRelapse_Progression  Progression   ,?a  patientDrug  Paclitaxel,0.024513096,0.342723005,0.365,73,213,200,?a
?a  hasBiomarker  ALK_Negative  ?a  hasGender  Female   ,?a  patientDrug  Paclitaxel,0.011081263,0.286956522,0.33,33,115,100,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.025520484,0.460606061,0.484076433,76,165,157,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Immunotherapy   ,?a  patientDrug  Paclitaxel,0.011081263,0.38372093,0.38372093,33,86,86,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  treatmentType  Concurrent_Chemoradiotherapy   ,?a  patientDrug  Paclitaxel,0.018468771,0.901639344,0.901639344,55,61,61,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Cisplatin   ,?a  patientDrug  Paclitaxel,0.014439221,0.346774194,0.346774194,43,124,124,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  patientDrug  Vinorelbine   ,?a  patientDrug  Paclitaxel,0.018468771,0.398550725,0.398550725,55,138,138,?a
?a  hasAgeCategory  Young  ?a  hasGender  Female   ,?a  patientDrug  Paclitaxel,0.014439221,0.298611111,0.338582677,43,144,127,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasGender  Female   ,?a  patientDrug  Paclitaxel,0.014439221,0.328244275,0.373913043,43,131,115,?a
?a  hasRelapse_Progression  Progression  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Paclitaxel,0.028878442,0.326996198,0.349593496,86,263,246,?a
?a  hasGender  Male  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Paclitaxel,0.038616521,0.243128964,0.319444444,115,473,360,?a
?a  hasSmokingHabit  CurrentSmoker  ?a  hasStage  IIIA   ,?a  patientDrug  Paclitaxel,0.013431833,0.396039604,0.459770115,40,101,87,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Open_Surgical_Procedure   ,?a  patientDrug  Paclitaxel,0.015782404,0.55952381,0.55952381,47,84,84,?a
?a  hasRelapse_Progression  Progression  ?a  treatmentType  Open_Surgical_Procedure   ,?a  patientDrug  Paclitaxel,0.012760242,0.38,0.447058824,38,100,85,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.030221625,0.447761194,0.478723404,90,201,188,?a
?a  hasBiomarker  ALK_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Paclitaxel,0.014439221,0.304964539,0.361344538,43,141,119,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Intravenous_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.029550034,0.352,0.352,88,250,250,?a
?a  hasBiomarker  EGFR_Negative  ?a  hasSmokingHabit  CurrentSmoker   ,?a  patientDrug  Paclitaxel,0.015110813,0.288461538,0.340909091,45,156,132,?a
?a  hasSmokingHabit  FormerSmoker  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.014103425,0.583333333,0.6,42,72,70,?a
?a  hasSmokingHabit  FormerSmoker  ?a  patientDrug  Carboplatin   ,?a  patientDrug  Paclitaxel,0.04197448,0.390625,0.390625,125,320,320,?a
?a  hasRelapse_Progression  Progression  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Paclitaxel,0.035258563,0.314371257,0.35,105,334,300,?a
?a  hasAgeCategory  Old  ?a  hasSmokingHabit  FormerSmoker   ,?a  patientDrug  Paclitaxel,0.037944929,0.237394958,0.321937322,113,476,351,?a
?a  hasGender  Male  ?a  hasStage  IIIB   ,?a  patientDrug  Paclitaxel,0.015446608,0.46,0.489361702,46,100,94,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Radiotherapy_To_Bone   ,?a  patientDrug  Paclitaxel,0.010409671,0.397435897,0.397435897,31,78,78,?a
?a  hasGender  Male  ?a  treatmentType  Radiotherapy_To_Lung   ,?a  patientDrug  Paclitaxel,0.041302888,0.460674157,0.495967742,123,267,248,?a
?a  hasAgeCategory  Old  ?a  treatmentType  Chemotherapy_Adjuvant   ,?a  patientDrug  Paclitaxel,0.013096038,0.342105263,0.351351351,39,114,111,?a
?a  treatmentType  Radiotherapy_To_Lung  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Paclitaxel,0.012760242,0.493506494,0.542857143,38,77,70,?a
?a  hasStage  IIIA  ?a  treatmentType  Thoracoscopy   ,?a  patientDrug  Paclitaxel,0.010073875,0.340909091,0.441176471,30,88,68,?a
?a  patientDrug  Carboplatin  ?a  treatmentType  Neoadjuvant_Chemotherapy   ,?a  patientDrug  Paclitaxel,0.019811954,0.756410256,0.756410256,59,78,78,?a
